abundance,growth_rate,reactions,metabolites,taxon,tradeoff,sample_id
0.0005070993914807303,0.010984375633850567,2445,1643,g__Actinomyces,0.6,1201305600
0.10243407707910751,0.1754464284607705,2274,1386,g__Akkermansia,0.6,1201305600
0.034229208924949295,0.0851560017049724,2650,1613,g__Alistipes,0.6,1201305600
0.004310344827586207,0.017292282689699172,2034,1491,g__Anaerostipes,0.6,1201305600
0.699290060851927,0.17595212542812333,3307,1887,g__Bacteroides,0.6,1201305600
0.02865111561866126,0.06177759668890254,1386,1194,g__Bilophila,0.6,1201305600
0.002281947261663286,0.06265469316353635,1915,1442,g__Butyricicoccus,0.6,1201305600
0.00025354969574036516,0.010383118237206435,2629,1587,g__Collinsella,0.6,1201305600
0.014705882352941178,0.043099943822702866,1187,1056,g__Dialister,0.6,1201305600
0.04208924949290061,0.055916058307305005,1986,1472,g__Faecalibacterium,0.6,1201305600
0.0007606490872210954,0.041199566454101756,1585,1192,g__Holdemanella,0.6,1201305600
0.0005070993914807303,0.06818131406903409,1744,1218,g__Holdemania,0.6,1201305600
0.002789046653144016,0.06666854269374278,1163,1052,g__Lachnospira,0.6,1201305600
0.0007606490872210954,0.08321634648700167,1577,1286,g__Morganella,0.6,1201305600
0.020537525354969575,0.04045057049715308,2870,1747,g__Parabacteroides,0.6,1201305600
0.011156186612576065,0.04813973785845827,1019,945,g__Phascolarctobacterium,0.6,1201305600
0.034482758620689655,0.05759395292484485,1731,1301,g__Subdoligranulum,0.6,1201305600
0.00025354969574036516,0.06698457855635787,2135,1307,g__Tyzzerella,0.6,1201305600
0.04359504132231405,0.041958887223501294,2274,1386,g__Akkermansia,0.6,1200960000
0.03305785123966942,0.028391020894975832,2650,1613,g__Alistipes,0.6,1200960000
0.01115702479338843,0.011226167922101748,2034,1491,g__Anaerostipes,0.6,1200960000
0.49896694214876036,0.21069252612980335,3307,1887,g__Bacteroides,0.6,1200960000
0.007231404958677686,0.03559630592387494,1386,1194,g__Bilophila,0.6,1200960000
0.0018595041322314052,0.0341022595646823,1915,1442,g__Butyricicoccus,0.6,1200960000
0.001652892561983471,0.006192978950876681,2629,1587,g__Collinsella,0.6,1200960000
0.027272727272727275,0.023969883279497804,1187,1056,g__Dialister,0.6,1200960000
0.17603305785123968,0.06958104248615947,1986,1472,g__Faecalibacterium,0.6,1200960000
0.0028925619834710746,0.02264184726835699,1585,1192,g__Holdemanella,0.6,1200960000
0.006818181818181819,0.033966488006701614,1163,1052,g__Lachnospira,0.6,1200960000
0.00020661157024793388,0.030409080997686418,1088,982,g__Mobiluncus,0.6,1200960000
0.019834710743801654,0.015194634379800101,2870,1747,g__Parabacteroides,0.6,1200960000
0.0006198347107438017,0.025115177440472175,1019,945,g__Phascolarctobacterium,0.6,1200960000
0.0008264462809917355,0.00606859865683574,2896,1822,g__Streptococcus,0.6,1200960000
0.16611570247933885,0.06614957391105108,1731,1301,g__Subdoligranulum,0.6,1200960000
0.0018595041322314052,0.036111993394770385,2135,1307,g__Tyzzerella,0.6,1200960000
0.0002058460271716756,0.004554504454040772,2445,1643,g__Actinomyces,0.6,1200528000
0.09654178674351585,0.05452087430831343,2274,1386,g__Akkermansia,0.6,1200528000
0.03396459448332647,0.021897510729595893,2650,1613,g__Alistipes,0.6,1200528000
0.006792918896665294,0.00678974595217464,2034,1491,g__Anaerostipes,0.6,1200528000
0.5934540963359407,0.19808772154001114,3307,1887,g__Bacteroides,0.6,1200528000
0.011115685467270481,0.03051273906917795,1386,1194,g__Bilophila,0.6,1200528000
0.0018526142445450804,0.028261557794930746,1915,1442,g__Butyricicoccus,0.6,1200528000
0.0004116920543433512,0.004624335240869191,2629,1587,g__Collinsella,0.6,1200528000
0.022437216961712636,0.015235562479687513,1187,1056,g__Dialister,0.6,1200528000
0.0004116920543433512,0.00460358553001699,1214,1061,g__Eggerthella,0.6,1200528000
0.0002058460271716756,0.004549114000869592,2826,1639,g__Erysipelatoclostridium,0.6,1200528000
0.09798270893371758,0.04223562995594083,1986,1472,g__Faecalibacterium,0.6,1200528000
0.0028818443804034585,0.018692588642244788,1585,1192,g__Holdemanella,0.6,1200528000
0.00699876492383697,0.030001092588629222,1163,1052,g__Lachnospira,0.6,1200528000
0.006381226842321943,0.006418170111370227,2870,1747,g__Parabacteroides,0.6,1200528000
0.002470152326060107,0.021898239417084065,1019,945,g__Phascolarctobacterium,0.6,1200528000
0.11589131329765334,0.04497792378169382,1731,1301,g__Subdoligranulum,0.6,1200528000
0.00020420665713702266,0.006282401787523339,2445,1643,g__Actinomyces,0.6,1201132800
0.04063712477026751,0.05009265890512949,2274,1386,g__Akkermansia,0.6,1201132800
0.05064325096998162,0.053448490109304414,2650,1613,g__Alistipes,0.6,1201132800
0.01735756585664693,0.020739273875882726,2034,1491,g__Anaerostipes,0.6,1201132800
0.5274657953849295,0.20953274296748384,3307,1887,g__Bacteroides,0.6,1201132800
0.011231366142536246,0.041129577562135436,1386,1194,g__Bilophila,0.6,1201132800
0.002450479885644272,0.038775717827740114,1915,1442,g__Butyricicoccus,0.6,1201132800
0.0022462732285072496,0.006998013681299845,2629,1587,g__Collinsella,0.6,1201132800
0.01388605268531754,0.01754696849672082,1187,1056,g__Dialister,0.6,1201132800
0.0004084133142740453,0.006471971146110022,1214,1061,g__Eggerthella,0.6,1201132800
0.0004084133142740453,0.006388395283943039,2826,1639,g__Erysipelatoclostridium,0.6,1201132800
0.18153971819481315,0.058465980111047415,1986,1472,g__Faecalibacterium,0.6,1201132800
0.008576679599754953,0.025994511297774556,1585,1192,g__Holdemanella,0.6,1201132800
0.00020420665713702266,0.041673084405983205,1744,1218,g__Holdemania,0.6,1201132800
0.0004084133142740453,0.028633634173754318,1381,1161,g__Intestinibacter,0.6,1201132800
0.004288339799877476,0.04109972713251005,1163,1052,g__Lachnospira,0.6,1201132800
0.007759852971206862,0.010146859316136481,2870,1747,g__Parabacteroides,0.6,1201132800
0.001225239942822136,0.029546559293112343,1019,945,g__Phascolarctobacterium,0.6,1201132800
0.0008168266285480906,0.0063284002762280635,2896,1822,g__Streptococcus,0.6,1201132800
0.12722074739636513,0.050410247012166454,1731,1301,g__Subdoligranulum,0.6,1201132800
0.0010210332856851133,0.040842949310119156,2135,1307,g__Tyzzerella,0.6,1201132800
0.0005110634013546217,0.006496411576888634,2445,1643,g__Actinomyces,0.6,1200614400
0.03787156032796834,0.05150364425326527,2274,1386,g__Akkermansia,0.6,1200614400
0.02185236612688727,0.02987395057464898,2650,1613,g__Alistipes,0.6,1200614400
0.0025376941308643272,0.007875194189630475,2034,1491,g__Anaerostipes,0.6,1200614400
0.6636083471970343,0.18899417704283547,3307,1887,g__Bacteroides,0.6,1200614400
0.011466350492201769,0.04045624115015138,1386,1194,g__Bilophila,0.6,1200614400
0.004502644794693304,0.0380287867473395,1915,1442,g__Butyricicoccus,0.6,1200614400
0.00021147451090536065,0.006351013419222141,1556,1235,g__Campylobacter,0.6,1200614400
0.000978069612937293,0.006573387574399302,2629,1587,g__Collinsella,0.6,1200614400
0.017129435383334213,0.023773260770247554,1187,1056,g__Dialister,0.6,1200614400
0.00012336013136146038,0.00630362395169235,1214,1061,g__Eggerthella,0.6,1200614400
0.13208371788320214,0.040872944234956285,1986,1472,g__Faecalibacterium,0.6,1200614400
0.001621304583607765,0.026115039436576712,1585,1192,g__Holdemanella,0.6,1200614400
0.026064233469085707,0.038640685738858614,1163,1052,g__Lachnospira,0.6,1200614400
0.006796883458570801,0.01060784746967501,2870,1747,g__Parabacteroides,0.6,1200614400
0.002352653933822138,0.03038817657464798,1019,945,g__Phascolarctobacterium,0.6,1200614400
0.00037008039408438113,0.006491292769327906,2896,1822,g__Streptococcus,0.6,1200614400
0.06909929643832659,0.03815040854486151,1731,1301,g__Subdoligranulum,0.6,1200614400
0.0008194637297582726,0.041039781429623286,2135,1307,g__Tyzzerella,0.6,1200614400
0.0006380263717566992,0.004283154358423917,2445,1643,g__Actinomyces,0.6,1200700800
0.024457677584006802,0.02987033101924085,2274,1386,g__Akkermansia,0.6,1200700800
0.018077413866439813,0.016257678200638517,2650,1613,g__Alistipes,0.6,1200700800
0.0019140791152700977,0.004831586100665023,2034,1491,g__Anaerostipes,0.6,1200700800
0.6690769885155252,0.1962828053435468,3307,1887,g__Bacteroides,0.6,1200700800
0.01169715014887282,0.02699122746019754,1386,1194,g__Bilophila,0.6,1200700800
0.0051042109740535935,0.025080654067431676,1915,1442,g__Butyricicoccus,0.6,1200700800
0.00042535091450446614,0.0041255825319699395,1556,1235,g__Campylobacter,0.6,1200700800
0.0010633772862611653,0.004343755354216235,2629,1587,g__Collinsella,0.6,1200700800
0.016376010208421946,0.014913967847551498,1187,1056,g__Dialister,0.6,1200700800
0.1480221182475542,0.03965346256462041,1986,1472,g__Faecalibacterium,0.6,1200700800
0.0012760527435133984,0.017037993177067657,1585,1192,g__Holdemanella,0.6,1200700800
0.0289238621863037,0.027576305110084708,1163,1052,g__Lachnospira,0.6,1200700800
0.007656316461080391,0.007075848644030655,2870,1747,g__Parabacteroides,0.6,1200700800
0.002339430029774564,0.019778954749406157,1019,945,g__Phascolarctobacterium,0.6,1200700800
0.00042535091450446614,0.004103662326486217,2896,1822,g__Streptococcus,0.6,1200700800
0.06146320714589536,0.029516944759859085,1731,1301,g__Subdoligranulum,0.6,1200700800
0.0010633772862611653,0.02657099577712175,2135,1307,g__Tyzzerella,0.6,1200700800
0.00020197939810139367,0.007138171504515815,2445,1643,g__Actinomyces,0.6,1201046400
0.06927893354877804,0.06586167276324265,2274,1386,g__Akkermansia,0.6,1201046400
0.04625328216521915,0.04703657982424255,2650,1613,g__Alistipes,0.6,1201046400
0.005251464350636235,0.009384708980732088,2034,1491,g__Anaerostipes,0.6,1201046400
0.531003837608564,0.20557025397428796,3307,1887,g__Bacteroides,0.6,1201046400
0.010300949303171077,0.045666887140706026,1386,1194,g__Bilophila,0.6,1201046400
0.00020197939810139367,0.04475726036406076,1915,1442,g__Butyricicoccus,0.6,1201046400
0.0010098969905069685,0.007508534515964535,2629,1587,g__Collinsella,0.6,1201046400
0.04201171480508988,0.04356532202182373,1187,1056,g__Dialister,0.6,1201046400
0.00020197939810139367,0.007575957625786803,1214,1061,g__Eggerthella,0.6,1201046400
0.13674005251464352,0.05573705921280069,1986,1472,g__Faecalibacterium,0.6,1201046400
0.003029690971520905,0.02921673431375955,1585,1192,g__Holdemanella,0.6,1201046400
0.003029690971520905,0.0463602646873591,1163,1052,g__Lachnospira,0.6,1201046400
0.00929105231266411,0.011170190159997132,2870,1747,g__Parabacteroides,0.6,1201046400
0.0010098969905069685,0.03262096030008993,1019,945,g__Phascolarctobacterium,0.6,1201046400
0.0014138557867097556,0.007764634282947913,2896,1822,g__Streptococcus,0.6,1201046400
0.13855786709755608,0.055732277121313116,1731,1301,g__Subdoligranulum,0.6,1201046400
0.001211876388608362,0.04723660520278358,2135,1307,g__Tyzzerella,0.6,1201046400
0.00030903152268485886,0.004051383556942254,2445,1643,g__Actinomyces,0.6,1201219200
0.06987975306711369,0.05276590601685117,2274,1386,g__Akkermansia,0.6,1201219200
0.04438465244561285,0.03743568813083098,2650,1613,g__Alistipes,0.6,1201219200
0.01182045574269585,0.011416734647650625,2034,1491,g__Anaerostipes,0.6,1201219200
0.6011085613605287,0.21296357107344424,3307,1887,g__Bacteroides,0.6,1201219200
0.019844718355019157,0.02773812351534806,1386,1194,g__Bilophila,0.6,1201219200
0.002433623241143263,0.02452056066303175,1915,1442,g__Butyricicoccus,0.6,1201219200
0.0013906418520818645,0.004329868457860298,2629,1587,g__Collinsella,0.6,1201219200
0.013977733487592073,0.013299504404967386,1187,1056,g__Dialister,0.6,1201219200
0.00023177364201364418,0.003970010752652219,1214,1061,g__Eggerthella,0.6,1201219200
0.00023177364201364418,0.003989912383511898,2826,1639,g__Erysipelatoclostridium,0.6,1201219200
0.12130495804217058,0.041340498389728385,1986,1472,g__Faecalibacterium,0.6,1201219200
0.005214906945306993,0.0165392331648798,1585,1192,g__Holdemanella,0.6,1201219200
0.00038777513183052,0.026403081624320975,1744,1218,g__Holdemania,0.6,1201219200
0.00023177364201364418,0.018289946952230733,1381,1161,g__Intestinibacter,0.6,1201219200
0.003708378272218306,0.026222150969655408,1163,1052,g__Lachnospira,0.6,1201219200
0.00034766046302046617,0.03257509417236443,1577,1286,g__Morganella,0.6,1201219200
0.013790531699811825,0.011007394652329952,2870,1747,g__Parabacteroides,0.6,1201219200
0.005894425123028812,0.019793357689410047,1019,945,g__Phascolarctobacterium,0.6,1201219200
0.0003213225491552794,0.003932141769882535,2896,1822,g__Streptococcus,0.6,1201219200
0.08256472751755037,0.03487457165638676,1731,1301,g__Subdoligranulum,0.6,1201219200
0.0006208222553936896,0.02614446546527301,2135,1307,g__Tyzzerella,0.6,1201219200
0.0005720823798627002,0.0022128987710020413,2445,1643,g__Actinomyces,0.6,1200787200
0.06674294431731502,0.035671013581224306,2274,1386,g__Akkermansia,0.6,1200787200
0.021929824561403508,0.012288038197784148,2650,1613,g__Alistipes,0.6,1200787200
0.010678871090770405,0.006399745361912034,2034,1491,g__Anaerostipes,0.6,1200787200
0.5387109077040427,0.2335897137703803,3307,1887,g__Bacteroides,0.6,1200787200
