abundance,growth_rate,reactions,metabolites,taxon,tradeoff,sample_id
0.0005070993914807303,0.22056892000847517,2445,1643,g__Actinomyces,0.8,1201305600
0.10243407707910751,0.022122609237298505,2274,1386,g__Akkermansia,0.8,1201305600
0.034229208924949295,4.9184637397573695e-05,2650,1613,g__Alistipes,0.8,1201305600
0.004310344827586207,0.0,2034,1491,g__Anaerostipes,0.8,1201305600
0.699290060851927,0.0022309725363141445,3307,1887,g__Bacteroides,0.8,1201305600
0.02865111561866126,0.0,1386,1194,g__Bilophila,0.8,1201305600
0.002281947261663286,0.0,1915,1442,g__Butyricicoccus,0.8,1201305600
0.00025354969574036516,7.751974123882056e-12,2629,1587,g__Collinsella,0.8,1201305600
0.014705882352941178,0.0004734019914166405,1187,1056,g__Dialister,0.8,1201305600
0.04208924949290061,0.0,1986,1472,g__Faecalibacterium,0.8,1201305600
0.0007606490872210954,0.0,1585,1192,g__Holdemanella,0.8,1201305600
0.0005070993914807303,0.0,1744,1218,g__Holdemania,0.8,1201305600
0.002789046653144016,0.0,1163,1052,g__Lachnospira,0.8,1201305600
0.0007606490872210954,0.9341277559361562,1577,1286,g__Morganella,0.8,1201305600
0.020537525354969575,0.00028436764055371516,2870,1747,g__Parabacteroides,0.8,1201305600
0.011156186612576065,0.0,1019,945,g__Phascolarctobacterium,0.8,1201305600
0.034482758620689655,0.0,1731,1301,g__Subdoligranulum,0.8,1201305600
0.00025354969574036516,0.0,2135,1307,g__Tyzzerella,0.8,1201305600
0.0006380263717566992,0.0004528995650438997,2445,1643,g__Actinomyces,0.8,1200700800
0.024457677584006802,3.770960467441529e-05,2274,1386,g__Akkermansia,0.8,1200700800
0.018077413866439813,1.0570217662010346e-06,2650,1613,g__Alistipes,0.8,1200700800
0.0019140791152700977,2.0092966354151475e-06,2034,1491,g__Anaerostipes,0.8,1200700800
0.6690769885155252,4.890685413058745e-07,3307,1887,g__Bacteroides,0.8,1200700800
0.01169715014887282,3.080129945560675e-07,1386,1194,g__Bilophila,0.8,1200700800
0.0051042109740535935,5.052079994517889e-07,1915,1442,g__Butyricicoccus,0.8,1200700800
0.00042535091450446614,10.98545557687903,1556,1235,g__Campylobacter,0.8,1200700800
0.0010633772862611653,2.076304614496884e-06,2629,1587,g__Collinsella,0.8,1200700800
0.016376010208421946,1.1034905537259035e-06,1187,1056,g__Dialister,0.8,1200700800
0.1480221182475542,3.7358497487202246e-08,1986,1472,g__Faecalibacterium,0.8,1200700800
0.0012760527435133984,1.5099572442705098e-06,1585,1192,g__Holdemanella,0.8,1200700800
0.0289238621863037,1.2790647826323978e-07,1163,1052,g__Lachnospira,0.8,1200700800
0.007656316461080391,1.0411144061749225e-06,2870,1747,g__Parabacteroides,0.8,1200700800
0.002339430029774564,1.698407580751908e-06,1019,945,g__Phascolarctobacterium,0.8,1200700800
0.00042535091450446614,1.0150207891656671e-05,2896,1822,g__Streptococcus,0.8,1200700800
0.06146320714589536,3.6240524803845597e-08,1731,1301,g__Subdoligranulum,0.8,1200700800
0.0010633772862611653,1.0196275296983136e-06,2135,1307,g__Tyzzerella,0.8,1200700800
0.0005720823798627002,0.22637288748057552,2445,1643,g__Actinomyces,0.8,1200787200
0.06674294431731502,0.02772872218380191,2274,1386,g__Akkermansia,0.8,1200787200
0.021929824561403508,0.010167713583798513,2650,1613,g__Alistipes,0.8,1200787200
0.010678871090770405,8.237072841549726e-05,2034,1491,g__Anaerostipes,0.8,1200787200
0.5387109077040427,0.00269038143589086,3307,1887,g__Bacteroides,0.8,1200787200
0.02555301296720061,7.395245574921269e-05,1386,1194,g__Bilophila,0.8,1200787200
0.002669717772692601,0.0,1915,1442,g__Butyricicoccus,0.8,1200787200
0.0005720823798627002,0.8220408983812341,1556,1235,g__Campylobacter,0.8,1200787200
0.00038138825324180017,0.0010635768199263092,2629,1587,g__Collinsella,0.8,1200787200
0.06426392067124333,0.007577987844093011,1187,1056,g__Dialister,0.8,1200787200
0.11842105263157894,1.1136363409293685e-05,1986,1472,g__Faecalibacterium,0.8,1200787200
0.0019069412662090007,0.000538380311975413,1585,1192,g__Holdemanella,0.8,1200787200
0.0043859649122807015,0.0,1163,1052,g__Lachnospira,0.8,1200787200
0.024218154080854308,0.00019924778752780642,2870,1747,g__Parabacteroides,0.8,1200787200
0.005339435545385202,0.0002508844021549696,1019,945,g__Phascolarctobacterium,0.8,1200787200
0.0005720823798627002,0.0053657302536678905,2896,1822,g__Streptococcus,0.8,1200787200
0.11250953470633104,6.936418536498487e-06,1731,1301,g__Subdoligranulum,0.8,1200787200
0.0005720823798627002,0.0003456938040389726,2135,1307,g__Tyzzerella,0.8,1200787200
0.0002058460271716756,0.013538659827447506,2445,1643,g__Actinomyces,0.8,1200528000
0.09654178674351585,0.019625300413263668,2274,1386,g__Akkermansia,0.8,1200528000
0.03396459448332647,0.004958345592437779,2650,1613,g__Alistipes,0.8,1200528000
0.006792918896665294,0.006928916118318176,2034,1491,g__Anaerostipes,0.8,1200528000
0.5934540963359407,1.119527627183547e-05,3307,1887,g__Bacteroides,0.8,1200528000
0.011115685467270481,0.004059761013743669,1386,1194,g__Bilophila,0.8,1200528000
0.0018526142445450804,0.020059055409436023,1915,1442,g__Butyricicoccus,0.8,1200528000
0.0004116920543433512,0.01570784588688733,2629,1587,g__Collinsella,0.8,1200528000
0.022437216961712636,0.004233014751480946,1187,1056,g__Dialister,0.8,1200528000
0.0004116920543433512,0.02598443673077067,1214,1061,g__Eggerthella,0.8,1200528000
0.0002058460271716756,0.01789597594857829,2826,1639,g__Erysipelatoclostridium,0.8,1200528000
0.09798270893371758,0.010011363555372176,1986,1472,g__Faecalibacterium,0.8,1200528000
0.0028818443804034585,0.006327158502201634,1585,1192,g__Holdemanella,0.8,1200528000
0.00699876492383697,0.0075403427629330555,1163,1052,g__Lachnospira,0.8,1200528000
0.006381226842321943,0.007851018908807144,2870,1747,g__Parabacteroides,0.8,1200528000
0.002470152326060107,0.010647329146320161,1019,945,g__Phascolarctobacterium,0.8,1200528000
0.11589131329765334,0.0024399972548336635,1731,1301,g__Subdoligranulum,0.8,1200528000
0.00020197939810139367,0.1622495176634408,2445,1643,g__Actinomyces,0.8,1201046400
0.06927893354877804,0.0007948047753043929,2274,1386,g__Akkermansia,0.8,1201046400
0.04625328216521915,0.03392456555724555,2650,1613,g__Alistipes,0.8,1201046400
0.005251464350636235,0.0003225183368966594,2034,1491,g__Anaerostipes,0.8,1201046400
0.531003837608564,0.003294206695425904,3307,1887,g__Bacteroides,0.8,1201046400
0.010300949303171077,0.00023949318681962693,1386,1194,g__Bilophila,0.8,1201046400
0.00020197939810139367,0.0020145112280542253,1915,1442,g__Butyricicoccus,0.8,1201046400
0.0010098969905069685,0.0005412365516005156,2629,1587,g__Collinsella,0.8,1201046400
0.04201171480508988,0.002874271724850854,1187,1056,g__Dialister,0.8,1201046400
0.00020197939810139367,0.030722911547998496,1214,1061,g__Eggerthella,0.8,1201046400
0.13674005251464352,9.430193666956e-05,1986,1472,g__Faecalibacterium,0.8,1201046400
0.003029690971520905,0.0015238226892779598,1585,1192,g__Holdemanella,0.8,1201046400
0.003029690971520905,0.0001649551127622793,1163,1052,g__Lachnospira,0.8,1201046400
0.00929105231266411,0.000544449191552884,2870,1747,g__Parabacteroides,0.8,1201046400
0.0010098969905069685,0.0015308309094306963,1019,945,g__Phascolarctobacterium,0.8,1201046400
0.0014138557867097556,0.002150134547526081,2896,1822,g__Streptococcus,0.8,1201046400
0.13855786709755608,0.0011472159127623837,1731,1301,g__Subdoligranulum,0.8,1201046400
0.001211876388608362,0.0015479814000617898,2135,1307,g__Tyzzerella,0.8,1201046400
0.04359504132231405,0.030418604368553977,2274,1386,g__Akkermansia,0.8,1200960000
0.03305785123966942,0.01592232643086658,2650,1613,g__Alistipes,0.8,1200960000
0.01115702479338843,1.8449826901202048e-06,2034,1491,g__Anaerostipes,0.8,1200960000
0.49896694214876036,6.348737763363596e-08,3307,1887,g__Bacteroides,0.8,1200960000
0.007231404958677686,1.0659586274032294e-06,1386,1194,g__Bilophila,0.8,1200960000
0.0018595041322314052,1.1530564434024968e-06,1915,1442,g__Butyricicoccus,0.8,1200960000
0.001652892561983471,1.1927720590151746e-06,2629,1587,g__Collinsella,0.8,1200960000
0.027272727272727275,2.3403018679289092e-06,1187,1056,g__Dialister,0.8,1200960000
0.17603305785123968,0.00803396133801023,1986,1472,g__Faecalibacterium,0.8,1200960000
0.0028925619834710746,2.5118305067869857e-06,1585,1192,g__Holdemanella,0.8,1200960000
0.006818181818181819,3.7721165269564295e-07,1163,1052,g__Lachnospira,0.8,1200960000
0.00020661157024793388,6.222335841590412e-05,1088,982,g__Mobiluncus,0.8,1200960000
0.019834710743801654,0.0011895525839818316,2870,1747,g__Parabacteroides,0.8,1200960000
0.0006198347107438017,7.535861270361767e-06,1019,945,g__Phascolarctobacterium,0.8,1200960000
0.0008264462809917355,9.189649856081394e-06,2896,1822,g__Streptococcus,0.8,1200960000
0.16611570247933885,0.0015282702996722661,1731,1301,g__Subdoligranulum,0.8,1200960000
0.0018595041322314052,3.802167448933041e-05,2135,1307,g__Tyzzerella,0.8,1200960000
0.0004256224728665673,0.035486237743071074,2445,1643,g__Actinomyces,0.8,1200873600
0.0325601191742924,0.05814184717053496,2274,1386,g__Akkermansia,0.8,1200873600
0.01925941689721217,0.007936298724427821,2650,1613,g__Alistipes,0.8,1200873600
0.02745264949989359,0.0058417696989003995,2034,1491,g__Anaerostipes,0.8,1200873600
0.33836986592892104,1.137724436999753e-05,3307,1887,g__Bacteroides,0.8,1200873600
0.008512449457331346,0.0022103569525353498,1386,1194,g__Bilophila,0.8,1200873600
0.0027665460736326876,0.005617070093474612,1915,1442,g__Butyricicoccus,0.8,1200873600
0.010108533730580974,1.0985516797616681e-05,2629,1587,g__Collinsella,0.8,1200873600
0.019472228133645453,0.004925020833652424,1187,1056,g__Dialister,0.8,1200873600
0.0004256224728665673,0.015912347768681136,1214,1061,g__Eggerthella,0.8,1200873600
0.0004256224728665673,0.01660092574217148,2826,1639,g__Erysipelatoclostridium,0.8,1200873600
0.22696318365609702,0.005290948317625158,1986,1472,g__Faecalibacterium,0.8,1200873600
0.010321344967014257,0.00042659685019487637,1585,1192,g__Holdemanella,0.8,1200873600
0.00021281123643328366,0.05631679482732622,1744,1218,g__Holdemania,0.8,1200873600
0.0004256224728665673,0.004660732513527937,1381,1161,g__Intestinibacter,0.8,1200873600
0.00521387529261545,0.0064890090101449955,1163,1052,g__Lachnospira,0.8,1200873600
0.008938071930197914,0.002576860776322436,2870,1747,g__Parabacteroides,0.8,1200873600
0.0004256224728665673,0.024111340310504933,1019,945,g__Phascolarctobacterium,0.8,1200873600
0.004469035965098957,0.00154692400013305,2896,1822,g__Streptococcus,0.8,1200873600
0.2775058523090019,0.00020394265029679835,1731,1301,g__Subdoligranulum,0.8,1200873600
0.00574590338369866,0.0015041307467134667,2135,1307,g__Tyzzerella,0.8,1200873600
0.00030903152268485886,0.15846351301833847,2445,1643,g__Actinomyces,0.8,1201219200
0.06987975306711369,0.020666966511896017,2274,1386,g__Akkermansia,0.8,1201219200
0.04438465244561285,0.02052753292200317,2650,1613,g__Alistipes,0.8,1201219200
0.01182045574269585,1.9300138938653644e-05,2034,1491,g__Anaerostipes,0.8,1201219200
0.6011085613605287,0.00269679310223876,3307,1887,g__Bacteroides,0.8,1201219200
0.019844718355019157,3.429140368101024e-05,1386,1194,g__Bilophila,0.8,1201219200
0.002433623241143263,0.0,1915,1442,g__Butyricicoccus,0.8,1201219200
0.0013906418520818645,0.00015412937735206296,2629,1587,g__Collinsella,0.8,1201219200
0.013977733487592073,0.014343688981941173,1187,1056,g__Dialister,0.8,1201219200
0.00023177364201364418,0.03722004532267662,1214,1061,g__Eggerthella,0.8,1201219200
0.00023177364201364418,0.0,2826,1639,g__Erysipelatoclostridium,0.8,1201219200
